iter	Logloss
232	0.2785500089
233	0.2784696694
234	0.2784197305
235	0.2783713255
236	0.2781169286
237	0.2780449521
238	0.2779731459
239	0.277796608
240	0.2777395082
241	0.2776950079
242	0.277655541
243	0.2775668067
244	0.2774495841
245	0.2773591143
246	0.2773044976
247	0.2772417981
248	0.2771578253
249	0.2769250415
250	0.2768707187
251	0.276610735
252	0.2764770488
253	0.2764304291
254	0.2762083944
255	0.2761278786
256	0.2759617715
257	0.2758618783
258	0.2758020312
259	0.2756793124
260	0.275638753
261	0.2755705877
262	0.2755247914
263	0.275455186
264	0.2752919432
265	0.275177312
266	0.2750892065
267	0.2750183919
268	0.2749437237
269	0.2747455221
270	0.2746773627
271	0.2745953653
272	0.2745610343
273	0.2744987454
274	0.2744105512
275	0.2743358214
276	0.274293879
277	0.2742526711
278	0.2741882504
279	0.274137657
280	0.2740672852
281	0.2740308564
282	0.2739702314
283	0.2739118507
284	0.2738453597
285	0.2737772545
286	0.2736288049
287	0.2735514763
288	0.2734859371
289	0.2733962749
290	0.2733533365
291	0.2733182565
292	0.2732499774
293	0.2731870289
294	0.2730798751
295	0.2730283103
296	0.2729522347
297	0.2729089237
298	0.2728812109
299	0.2728445257
300	0.2727954625
301	0.2727584093
302	0.272705968
303	0.272662291
304	0.2725839569
305	0.2725012706
306	0.2724557645
307	0.272421254
308	0.2723622678
309	0.272320634
310	0.2722408353
311	0.2721947574
312	0.2721209163
313	0.2720796973
314	0.2720275953
315	0.2719723439
316	0.2719372986
317	0.2717337499
318	0.2716924988
319	0.2716129504
320	0.2715404885
321	0.2714993872
322	0.2714587278
323	0.2714061036
324	0.2713481553
325	0.2712795795
326	0.2712249182
327	0.2711638143
328	0.2711306153
329	0.271045131
330	0.2709798591
331	0.2708833612
332	0.270818613
333	0.2707614576
334	0.2707346383
335	0.2706737241
336	0.2706465451
337	0.2706078838
338	0.2705516464
339	0.2705053944
340	0.2704348715
341	0.2703864737
342	0.2702811955
343	0.2702417649
344	0.2701882704
345	0.2701548921
346	0.2701326473
347	0.2701024514
348	0.2700705983
349	0.2700265249
350	0.2699781899
351	0.2699045528
352	0.2698693392
353	0.2698402305
354	0.2697996718
355	0.2697433377
356	0.2696583889
357	0.2696041662
358	0.2694920699
359	0.2694260063
360	0.2693858659
361	0.2693388591
362	0.2692996609
363	0.2692294425
364	0.269188768
365	0.2691012733
366	0.269043035
367	0.2690009005
368	0.2689234664
369	0.2688728042
370	0.2688046898
371	0.2687750007
372	0.2687333037
373	0.2686827423
374	0.268632725
375	0.2686042395
376	0.2685483164
377	0.2684529989
378	0.2684078648
379	0.268360526
380	0.268329129
381	0.2682785694
382	0.2682226471
383	0.2681614747
384	0.2681166918
385	0.2680953122
386	0.2680353571
387	0.2679862208
388	0.2679321157
389	0.2678717763
390	0.267816583
391	0.2677600994
392	0.2677144179
393	0.267646055
394	0.2676050419
395	0.2674460612
396	0.2673795028
397	0.2673465072
398	0.2672714592
399	0.267258196
400	0.2672048116
401	0.2671622511
402	0.2671169339
403	0.2670887082
404	0.2670490093
405	0.2669996431
406	0.2668894245
407	0.2668444108
408	0.2668025666
409	0.2667767165
410	0.2666999936
411	0.2666786449
412	0.2665968378
413	0.2665593042
414	0.2665332227
415	0.2664929449
416	0.2664747274
417	0.2664318712
418	0.2664084383
419	0.2663862326
420	0.2663467273
421	0.266322368
422	0.2662577366
423	0.2661970825
424	0.26613741
425	0.2661175412
426	0.2660840843
427	0.2660287247
428	0.2659764525
429	0.2659272669
430	0.2658812814
431	0.2658592339
432	0.2658053014
433	0.2657750835
434	0.2657440169
435	0.2656968097
436	0.2656623123
437	0.2655912387
438	0.2655696856
439	0.2655384344
440	0.2654985745
441	0.2654590687
442	0.2654168331
443	0.2653940854
444	0.2653565038
445	0.2653044071
446	0.2652159033
447	0.2651984229
448	0.2651530289
449	0.2651256953
450	0.2651017707
451	0.2650758701
452	0.2650340646
453	0.264996107
454	0.2649184211
455	0.2648787383
456	0.2648320645
457	0.2647924061
458	0.2647518323
459	0.2647096195
460	0.2646363191
461	0.2645757861
462	0.2645534762
463	0.2645328093
464	0.2644889138
465	0.2644441508
466	0.2643967273
467	0.2643530672
468	0.2643162296
469	0.2642962438
470	0.2642650003
471	0.264235338
472	0.2641804954
473	0.2641240466
474	0.2640837998
475	0.264037332
476	0.2639860365
477	0.263953826
478	0.2639185496
479	0.2638839433
480	0.2638402335
481	0.2638218597
482	0.2637735227
483	0.2637227979
484	0.2636961728
485	0.2636619615
486	0.2636081474
487	0.2635749874
488	0.2635584687
489	0.2635383654
490	0.2634970644
491	0.263460151
492	0.2634321565
493	0.2633990597
494	0.2633669222
495	0.2633402289
496	0.2632909341
497	0.2632524875
498	0.2632260587
499	0.2632075571
500	0.2631761446
501	0.2631409319
502	0.2631064401
503	0.2630682186
504	0.2630222702
505	0.2629818254
506	0.2629370469
507	0.2628937282
508	0.2628623995
509	0.2628327928
510	0.2628009726
511	0.26278852
512	0.2627471865
513	0.2627145434
514	0.2626746697
515	0.2626299643
516	0.2626019504
517	0.2625844016
518	0.2625440077
519	0.2624949443
520	0.2624071566
521	0.2623709664
522	0.2623305673
523	0.2623174456
524	0.2622840193
525	0.2622356225
526	0.2621603774
527	0.2621252563
528	0.2620792873
529	0.2620498942
530	0.2620157568
531	0.2619829344
532	0.2619395676
533	0.2618722697
534	0.2618437222
535	0.2617991741
536	0.2617583429
537	0.2617024138
538	0.2616477524
539	0.2616201981
540	0.2615955286
541	0.2615467782
542	0.2615224365
543	0.2614886511
544	0.2614256141
545	0.2613926636
546	0.2613702592
547	0.2613362081
548	0.2613090746
549	0.2612769477
550	0.2612150096
551	0.2611745742
552	0.2611338792
553	0.2611247858
554	0.2610973056
555	0.2610608126
556	0.2610272319
557	0.2609829402
558	0.2609592392
559	0.2609293551
560	0.2608888199
561	0.2608667609
562	0.2608332308
563	0.2608046177
564	0.260760788
565	0.2607137695
566	0.2606857163
567	0.2606670982
568	0.2606276732
569	0.2605899472
570	0.2605608976
571	0.2605129149
572	0.2604688444
573	0.2604431044
574	0.260402237
575	0.26036759
576	0.2603367574
577	0.2603028257
578	0.2602861754
579	0.2602559845
580	0.260216912
581	0.2601706166
582	0.2601388454
583	0.260106287
584	0.2600846022
585	0.2600724122
586	0.2600575806
587	0.2600289453
588	0.2599992775
589	0.2599608854
590	0.2599328232
591	0.2598839374
592	0.259844472
593	0.2598252398
594	0.2597836981
595	0.2597666646
596	0.2597130681
597	0.2596798864
598	0.2596522444
599	0.2596247956
600	0.259594175
601	0.2595649565
602	0.2595346342
603	0.2595040631
604	0.2594500352
605	0.2594021539
606	0.2593742876
607	0.2593306799
608	0.259288395
609	0.2592447854
610	0.2592215092
611	0.2591818835
612	0.25915126
613	0.2591291737
614	0.2590886
615	0.2590604908
616	0.2590155623
617	0.2590056413
618	0.2589852293
619	0.2589632911
620	0.2589209397
621	0.2588940776
622	0.258854534
623	0.2588049613
624	0.25877252
625	0.2587366615
626	0.2586850767
627	0.2586581828
628	0.2586241121
629	0.258575155
630	0.258557752
631	0.2585301132
632	0.2585016674
633	0.2584612414
634	0.2584255325
635	0.2583968137
636	0.2583791072
637	0.2583394493
638	0.2583071589
639	0.2582843255
640	0.2582414728
641	0.2582221193
642	0.2582020919
643	0.2581688069
644	0.2581310395
645	0.2581024821
646	0.25808356
647	0.2580667275
648	0.2580375939
649	0.2580018432
650	0.2579609085
651	0.257935402
652	0.2578944095
653	0.2578628065
654	0.257834572
655	0.2578059812
656	0.2577812273
657	0.2577327909
658	0.2576940747
659	0.2576482069
660	0.2576235921
661	0.2575863596
662	0.2575599293
663	0.2575202663
664	0.2574848796
665	0.2574550465
666	0.2574336234
667	0.2574049543
668	0.2573941752
669	0.2573749403
670	0.2573452245
671	0.2573086772
672	0.2572631534
673	0.257234586
674	0.257193337
675	0.2571622654
676	0.2571417747
677	0.2571070036
678	0.2570798129
679	0.2570434821
680	0.2570014592
681	0.2569853661
682	0.2569560215
683	0.256930208
684	0.2569181798
685	0.2568978329
686	0.2568708132
687	0.2568314611
688	0.2568150802
689	0.2567812101
690	0.2567568662
691	0.256724441
692	0.256711328
693	0.2566942268
694	0.2566636369
695	0.256633143
696	0.2566050586
697	0.2565797643
698	0.2565532166
699	0.2565331819
700	0.2565149894
701	0.2564625872
702	0.2564487406
703	0.2564200705
704	0.2564067523
705	0.2563903033
706	0.2563652408
707	0.2563588485
708	0.2563387385
709	0.2563279023
710	0.2563028456
711	0.2562739483
712	0.2562287062
713	0.2561969812
714	0.2561860506
715	0.2561719557
716	0.256151112
717	0.2561168156
718	0.2560804516
719	0.2560526274
720	0.2560098097
721	0.2559914591
722	0.2559595269
723	0.255951912
724	0.2559368736
725	0.255920001
726	0.2559017617
727	0.2558688544
728	0.2558474544
729	0.2558008131
730	0.2557397379
731	0.255704782
732	0.2556845832
733	0.2556657445
734	0.2556212849
735	0.2556017216
736	0.2555514441
737	0.2555301097
738	0.2555008604
739	0.2554545352
740	0.2554261243
741	0.2554005968
742	0.2553850057
743	0.2553680634
744	0.2553447838
745	0.2553085762
746	0.2552732648
747	0.2552471307
748	0.2552237907
749	0.2551982833
750	0.2551670058
751	0.2551514303
752	0.2551364273
753	0.2551115907
754	0.2550865832
755	0.2550437158
756	0.2550323447
757	0.2550115968
758	0.254974809
759	0.2549474093
760	0.2549095247
761	0.2548840951
762	0.2548578702
763	0.254817677
764	0.2548056527
765	0.2547991128
766	0.2547709331
767	0.2547551432
768	0.2547196233
769	0.2546667845
770	0.2546461305
771	0.2546374815
772	0.2546146114
773	0.2546001455
774	0.2545829979
775	0.2545516781
776	0.254513923
777	0.254487082
778	0.2544609089
779	0.2544502244
780	0.2544183717
781	0.2544052626
782	0.2543822064
783	0.2543536849
784	0.2543368575
785	0.2543231718
786	0.2543162552
787	0.2543103001
788	0.2542865408
789	0.2542592265
790	0.2542244296
791	0.2541954879
792	0.2541720831
793	0.2541639803
794	0.2541461914
795	0.2541279714
796	0.2541160089
797	0.2541091274
798	0.2540744336
799	0.2540253687
800	0.2540023066
801	0.2539761482
802	0.2539483581
803	0.2539032465
804	0.2538983874
805	0.2538806023
806	0.2538627236
807	0.2538133198
808	0.2537887463
809	0.2537716469
810	0.2537466212
811	0.2537167238
812	0.2536782797
813	0.2536385027
814	0.2536054287
815	0.2535859222
816	0.2535472678
817	0.253515995
818	0.25349087
819	0.2534753054
820	0.2534513131
821	0.2534309575
822	0.2534092085
823	0.2534044504
824	0.2533747812
825	0.253361039
826	0.2533355196
827	0.2533270193
828	0.253280295
829	0.2532473416
830	0.2532139569
831	0.2532040739
832	0.2531611103
833	0.2531364578
834	0.2530921968
835	0.2530807005
836	0.2530609194
837	0.2530311073
838	0.2530007314
839	0.2529607285
840	0.2529367081
841	0.252907994
842	0.2528918187
843	0.2528732161
844	0.2528421416
845	0.2528027484
846	0.2527887706
847	0.2527746345
848	0.2527518888
849	0.2527277697
850	0.2527056359
851	0.2526796415
852	0.2526691358
853	0.2526593923
854	0.2526490749
855	0.2526408417
856	0.2526257165
857	0.2526132218
858	0.2525864228
859	0.2525648456
860	0.2525528438
861	0.2525266226
862	0.2524900862
863	0.2524709246
864	0.2524408266
865	0.2523956888
866	0.2523776953
867	0.2523542879
868	0.2523429113
869	0.2523287395
870	0.2522898985
871	0.2522625031
872	0.2522443383
873	0.2522234074
874	0.2522028633
875	0.2521637052
876	0.2521337714
877	0.252095692
878	0.2520626184
879	0.2520410354
880	0.2520112139
881	0.2519801911
882	0.2519738969
883	0.2519340476
884	0.251920895
885	0.2518928293
886	0.2518724908
887	0.2518526027
888	0.2518195172
889	0.2517948268
890	0.2517617348
891	0.2517323401
892	0.2517246517
893	0.2516915657
894	0.2516835924
895	0.2516642949
896	0.2516307695
897	0.2516134291
898	0.2515946558
899	0.2515732484
900	0.2515465796
901	0.2515419375
902	0.2515187589
903	0.2515143585
904	0.2514802289
905	0.2514552169
906	0.2514239467
907	0.2514162091
908	0.2513854494
909	0.25136991
910	0.2513335508
911	0.2512933935
912	0.2512668791
913	0.2512496718
914	0.2512280063
915	0.2512171423
916	0.2512042388
917	0.2511877992
918	0.2511508335
919	0.251133879
920	0.2511047869
921	0.2510962324
922	0.2510560975
923	0.2510330482
924	0.2510169522
925	0.2510091224
926	0.2509886828
927	0.2509474747
928	0.2509329496
929	0.2509062196
930	0.2508929887
931	0.2508577278
932	0.2508356711
933	0.2508235513
934	0.2508157772
935	0.2507909817
936	0.2507657511
937	0.2507265006
938	0.2507130674
939	0.2506907785
940	0.2506552939
941	0.2506412914
942	0.2506212804
943	0.2505944658
944	0.2505717856
945	0.2505525665
946	0.2505246854
947	0.2505058928
948	0.2504728361
949	0.2504485239
950	0.2504096295
951	0.2503842251
952	0.2503638559
953	0.250352127
954	0.2503377355
955	0.2503151363
956	0.2502783786
957	0.2502431681
958	0.2502168803
959	0.2501944277
960	0.2501784341
961	0.2501463613
962	0.2501077637
963	0.2500898576
964	0.2500852793
965	0.250063939
966	0.2500447261
967	0.2500121361
968	0.2499956893
969	0.2499650057
970	0.2499473743
971	0.2499435422
972	0.2499222823
973	0.2499128753
974	0.2498921198
975	0.2498853337
976	0.249873173
977	0.2498531587
978	0.2498424107
979	0.249807345
980	0.2497811422
981	0.2497460331
982	0.2497246274
983	0.2497138899
984	0.2496810108
985	0.2496424266
986	0.249620946
987	0.2495948869
988	0.2495809544
989	0.2495656939
990	0.2495444894
991	0.249529818
992	0.2495158213
993	0.2494876434
994	0.2494833627
995	0.2494569262
996	0.2494242107
997	0.2493748068
998	0.2493474402
999	0.2493254957
