iter	Logloss
503	0.2626295099
504	0.2625972821
505	0.2625623722
506	0.2625187433
507	0.2624776428
508	0.262461212
509	0.2624332507
510	0.2624093226
511	0.262363937
512	0.2623425601
513	0.2623084427
514	0.2622924144
515	0.2622543482
516	0.2622306457
517	0.2621821057
518	0.2621267044
519	0.262101307
520	0.2620705663
521	0.2620432843
522	0.2620127959
523	0.2619969981
524	0.2619683603
525	0.2619380994
526	0.2619057383
527	0.2618342436
528	0.2618053419
529	0.2617597692
530	0.2617242573
531	0.2616882098
532	0.2616585576
533	0.2616272972
534	0.2615738465
535	0.2615362581
536	0.2615181192
537	0.2614703024
538	0.2614273877
539	0.2613799529
540	0.2613441791
541	0.2612712743
542	0.2612492262
543	0.2612236934
544	0.261166317
545	0.2611139311
546	0.261078175
547	0.2610434533
548	0.2610067649
549	0.2609881717
550	0.2609508118
551	0.2609015974
552	0.2608721612
553	0.2608412703
554	0.260813196
555	0.2607819438
556	0.260754799
557	0.2606900792
558	0.260652467
559	0.2606356857
560	0.2605946917
561	0.2605613112
562	0.2605293683
563	0.2604959203
564	0.2604535242
565	0.2604179881
566	0.2603782344
567	0.2603302256
568	0.2603021893
569	0.2602505767
570	0.2602189677
571	0.2601564738
572	0.2601149064
573	0.2600986303
574	0.2600589
575	0.2600200831
576	0.2599873653
577	0.2599461644
578	0.2599195961
579	0.2598879279
580	0.2598526382
581	0.2598230989
582	0.2597704955
583	0.2597341794
584	0.2597114149
585	0.2596799421
586	0.2596473831
587	0.2596281208
588	0.2595871541
589	0.2595457428
590	0.2595315789
591	0.2595184561
592	0.2594845754
593	0.2594644344
594	0.2594041382
595	0.2593747945
596	0.2593453948
597	0.2593276657
598	0.259277277
599	0.2592569134
600	0.2592386583
601	0.2591988063
602	0.2591567311
603	0.259114814
604	0.2590737944
605	0.2590663143
606	0.259024664
607	0.2589978054
608	0.258965465
609	0.258937235
610	0.2589054319
611	0.2588734208
612	0.2588429899
613	0.258825046
614	0.2587893502
615	0.2587779351
616	0.2587483669
617	0.2587196953
618	0.2586955225
619	0.2586558986
620	0.2586052277
621	0.2585747232
622	0.2585329217
623	0.2584998825
624	0.258463929
625	0.2584377056
626	0.2583956492
627	0.2583432448
628	0.2583070425
629	0.2582963673
630	0.2582684894
631	0.2582569833
632	0.2582315224
633	0.258194503
634	0.2581774164
635	0.2581542716
636	0.2581229937
637	0.2580802904
638	0.2580594501
639	0.2580388145
640	0.2580124989
641	0.2579651376
642	0.2579316627
643	0.2579160118
644	0.2579069794
645	0.2578917771
646	0.2578750615
647	0.2578441165
648	0.2578164312
649	0.2577965327
650	0.2577595484
651	0.257726384
652	0.2576900431
653	0.2576406738
654	0.257614505
655	0.2575891591
656	0.2575418685
657	0.2575082126
658	0.2574760726
659	0.2574634858
660	0.2574272108
661	0.2573603755
662	0.2573314606
663	0.2572844613
664	0.2572664321
665	0.2572285489
666	0.2572161992
667	0.2571715351
668	0.2571512004
669	0.257115003
670	0.2570377706
671	0.2570114174
672	0.256984917
673	0.2569537948
674	0.2569099622
675	0.2568836888
676	0.2568616887
677	0.2568541871
678	0.2568337259
679	0.2567889271
680	0.25676274
681	0.2567351548
682	0.2566864204
683	0.2566595095
684	0.2566084388
685	0.2565756197
686	0.2565335656
687	0.256521796
688	0.2564997463
689	0.2564741866
690	0.2564408112
691	0.2564114374
692	0.2563863448
693	0.2563706361
694	0.256339641
695	0.2563214586
696	0.2562848695
697	0.2562690118
698	0.2562270145
699	0.2562052555
700	0.2561779558
701	0.2561630577
702	0.256147099
703	0.2561233949
704	0.2561006575
705	0.2560860713
706	0.2560472878
707	0.2560204198
708	0.2559958147
709	0.2559818369
710	0.2559296989
711	0.255887556
712	0.2558553078
713	0.2558081565
714	0.2557742666
715	0.255746915
716	0.2557169962
717	0.2556754711
718	0.2556636329
719	0.2556168364
720	0.2555855647
721	0.2555660724
722	0.2555284052
723	0.2555017155
724	0.255486691
725	0.2554759744
726	0.2554636839
727	0.2554437491
728	0.255413664
729	0.2553726548
730	0.2553625983
731	0.2553435975
732	0.255307244
733	0.2552960214
734	0.2552821799
735	0.2552483768
736	0.2552374636
737	0.2552282473
738	0.2551924077
739	0.2551657641
740	0.2551521373
741	0.255124219
742	0.2551069256
743	0.2550637572
744	0.2550357059
745	0.255017616
746	0.2549800725
747	0.2549568553
748	0.2549109787
749	0.2548946738
750	0.254870995
751	0.2548447193
752	0.254818384
753	0.2547798023
754	0.2547589222
755	0.254724014
756	0.2546953425
757	0.2546655231
758	0.2546097637
759	0.2545631105
760	0.2545386975
761	0.2545126037
762	0.2544836592
763	0.2544533698
764	0.2544204007
765	0.2544090383
766	0.2543851098
767	0.2543686031
768	0.2543212097
769	0.2542953437
770	0.254273348
771	0.2542602821
772	0.2542104525
773	0.2541882861
774	0.2541827708
775	0.2541535324
776	0.2541365851
777	0.2540923016
778	0.254068828
779	0.2540529438
780	0.2540144426
781	0.2539973939
782	0.2539637524
783	0.253928533
784	0.2539002223
785	0.2538619584
786	0.2538352421
787	0.2537898551
788	0.2537623648
789	0.2537500393
790	0.25371544
791	0.2536728133
792	0.2536486686
793	0.2536231122
794	0.2535874673
795	0.2535708792
796	0.25353726
797	0.2535262415
798	0.2535123696
799	0.2534786532
800	0.2534667853
801	0.2534430353
802	0.2534254936
803	0.2534089014
804	0.2533674698
805	0.2533409113
806	0.2533004055
807	0.2532758951
808	0.2532509042
809	0.2532232421
810	0.2531893348
811	0.2531691613
812	0.2531437997
813	0.2531134715
814	0.253088936
815	0.2530660827
816	0.253016438
817	0.252968558
818	0.2529414417
819	0.2529124036
820	0.2528636015
821	0.2528392535
822	0.252800857
823	0.2527855373
824	0.2527561449
825	0.2527251876
826	0.252689297
827	0.2526833723
828	0.2526609254
829	0.2526217874
830	0.2525985298
831	0.2525688295
832	0.2525632312
833	0.2525423045
834	0.2525210217
835	0.2525101015
836	0.2524870866
837	0.2524518122
838	0.2524285306
839	0.2524055816
840	0.2523680715
841	0.2523421799
842	0.2523112832
843	0.252282913
844	0.2522559088
845	0.2522284331
846	0.2521928393
847	0.2521815105
848	0.2521475625
849	0.2521343742
850	0.2521054227
851	0.252072613
852	0.2520461116
853	0.2520308574
854	0.251993899
855	0.2519643683
856	0.2519393387
857	0.2519105965
858	0.2518897181
859	0.2518599545
860	0.2518207174
861	0.2518093573
862	0.2517695188
863	0.2517274385
864	0.251714014
865	0.2516800061
866	0.2516610321
867	0.2516563681
868	0.2516293287
869	0.2515950307
870	0.2515843788
871	0.2515608847
872	0.2515284791
873	0.251506257
874	0.2514795556
875	0.2514201468
876	0.2513868059
877	0.2513528859
878	0.2513312499
879	0.2512987653
880	0.2512701219
881	0.2512315149
882	0.2512147373
883	0.2512019724
884	0.2511669653
885	0.2511449283
886	0.2511115493
887	0.2510844256
888	0.251071031
889	0.2510424194
890	0.2510153777
891	0.2509770956
892	0.2509363192
893	0.2509168465
894	0.2509023632
895	0.250863877
896	0.2508473676
897	0.2508240219
898	0.25079156
899	0.2507685951
900	0.2507541434
901	0.2507400722
902	0.2507081524
903	0.2507033303
904	0.250688452
905	0.2506569094
906	0.2506307605
907	0.2505930279
908	0.2505834306
909	0.2505670849
910	0.2505346138
911	0.2505122941
912	0.2504736214
913	0.2504540225
914	0.2504266229
915	0.2504143421
916	0.2503995512
917	0.2503805785
918	0.2503583191
919	0.2503341286
920	0.25032991
921	0.2502882822
922	0.2502649682
923	0.2502390517
924	0.250229712
925	0.2502024125
926	0.2501862184
927	0.2501771019
928	0.2501385422
929	0.250126888
930	0.2501151607
931	0.250078122
932	0.2500470322
933	0.2500166381
934	0.2499924792
935	0.2499797235
936	0.2499568978
937	0.2499291293
938	0.2499073832
939	0.2498955723
940	0.2498870461
941	0.2498784256
942	0.2498509817
943	0.2498290672
944	0.2498164475
945	0.2498057071
946	0.2497812154
947	0.2497787563
948	0.2497539696
949	0.2497394097
950	0.2497220263
951	0.2497182029
952	0.249693117
953	0.2496535908
954	0.2496291449
955	0.2495931468
956	0.2495616921
957	0.2495387472
958	0.2494934836
959	0.2494595104
960	0.249436201
961	0.249427548
962	0.2493896588
963	0.2493491429
964	0.2493386305
965	0.2493204936
966	0.2492940411
967	0.2492458148
968	0.2492227436
969	0.2492106556
970	0.2492030368
971	0.2491779176
972	0.2491516788
973	0.249127241
974	0.2491093007
975	0.2491047673
976	0.2490622452
977	0.2490315124
978	0.2489982616
979	0.2489627922
980	0.248925384
981	0.2489196371
982	0.2488871503
983	0.2488536123
984	0.2488437215
985	0.2488115762
986	0.2487852971
987	0.2487752473
988	0.2487651611
989	0.2487570692
990	0.2487530529
991	0.2487410882
992	0.2486930029
993	0.2486659337
994	0.2486360006
995	0.2485969538
996	0.2485601926
997	0.2485466721
998	0.248537705
999	0.2485241841
